,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
2,C,300,10,24_C_64,0.0010303960298188029,0.0021804229882373305,Min
0,C,300,10,24_C_8,0.0030923849553801124,0.0021804229882373305,Max
1,F,300,10,24_F_32,0.0005422614501892694,0.0005565897383214045,Min
0,F,300,10,24_F_8,0.0005741467401902709,0.0005565897383214045,Max
2,A,300,10,24_A_64,0.00051974126836285,0.0009044116401734451,Min
0,A,300,10,24_A_8,0.0013391156680881975,0.0009044116401734451,Max
1,G,300,10,24_G_32,0.0006331404438242316,0.0007151445606723428,Min
2,G,300,10,24_G_64,0.0008065862348303199,0.0007151445606723428,Max
1,AD,300,10,24_AD_32,0.0003606740792747587,0.0005015902570448816,Min
0,AD,300,10,24_AD_8,0.0007528392598032951,0.0005015902570448816,Max
